,fold0_variance,fold0_old_variance
71,"[2826, 3183, 3688, 2645, 3284, 1466, 5929, 6566, 3570, 4971, 7064, 6390, 3405, 4961, 6642, 821, 7270, 3188, 4954, 4972, 751, 1625, 1495, 1782, 6432, 4436, 4086, 3019, 4898, 7168, 2520, 62, 7772, 1870, 5264, 5878, 6446, 5031, 2548, 1967, 5631, 1125, 3981, 2107, 4361, 3055, 3855, 7247, 4352, 2038, 3575, 2864, 522, 3000, 2954, 6870, 757, 4682, 6458, 3960, 6367, 6787, 5682, 5278, 960, 3166, 668, 3729, 4781, 3484, 788, 4912, 2935, 2142, 6335]","[412, 6272, 2908, 1555, 2191, 1290, 3555, 1098, 5441, 3661, 4515, 3687, 2252, 2862, 4279, 206, 1865, 3054, 523, 1339, 2276, 4560, 2166, 2099, 2535, 1015, 5402, 3098, 5029, 7550, 2738, 4938, 1688, 3585, 4717, 4665, 2481, 1378, 4647, 992, 6363, 1146, 7384, 4434, 2768, 1750, 1941, 6400, 2139, 373, 3808, 454, 4662, 4815, 6706, 1666, 4000, 4074, 5790, 1747, 1508, 1262, 1754, 622, 7087, 6225, 4292, 112, 6868, 873, 3754, 31, 2589, 4971, 2454]"
72,"[6566, 7011, 3183, 6426, 1625, 7732, 3171, 3166, 5317, 6642, 3435, 7128, 4805, 1556, 4961, 2038, 6011, 2561, 283, 3504, 5878, 3688, 3555, 2438, 415, 1265, 2370, 64, 546, 2916, 1876, 3254, 2645, 4236, 3582, 410, 1862, 4975, 6357, 7210, 2790, 1908, 6390, 4512, 3284, 7170, 809, 6089, 3006, 3017, 5030, 4954, 2964, 48, 6194, 7117, 4126, 5296, 7617, 5004, 1459, 362, 4630, 5494, 4874, 2006, 5376, 1342, 7362, 1824, 3244, 2740, 1877, 4442, 421]","[1098, 2473, 7384, 4662, 4717, 5905, 4896, 948, 6566, 3754, 40, 619, 1523, 1021, 1536, 1555, 5529, 1967, 48, 1618, 461, 5614, 4988, 4647, 5753, 4904, 5029, 5610, 206, 7276, 5076, 666, 1677, 1744, 584, 2122, 3687, 3255, 1666, 437, 1973, 5797, 5848, 4000, 4803, 1688, 2459, 5247, 1841, 4861, 2120, 2859, 4279, 3054, 2819, 5331, 5003, 2136, 1358, 7490, 3501, 1207, 2022, 4131, 4511, 4009, 738, 609, 2142, 961, 3553, 237, 7702, 5515, 1969]"
73,"[4805, 4961, 5050, 6566, 5878, 2164, 2038, 4965, 2924, 4361, 1614, 2934, 6506, 2927, 1060, 3299, 6972, 990, 4918, 3333, 1265, 6787, 944, 7642, 2121, 341, 4717, 2322, 6029, 7386, 1963, 1942, 3019, 908, 21, 3143, 3039, 5429, 3464, 4391, 6922, 3120, 963, 7732, 4000, 1629, 5660, 4422, 1931, 7513, 4517, 3139, 4960, 4286, 4371, 5142, 4895, 961, 6313, 644, 2398, 720, 3528, 3126, 3983, 4784, 7610, 1852, 7247, 3814, 3269, 1652, 4520, 4061, 4849]","[1841, 4279, 3687, 1967, 5797, 4320, 6566, 6546, 3981, 1265, 773, 5529, 5441, 4515, 4861, 7384, 5317, 2276, 3284, 7210, 1804, 5194, 7124, 2152, 3699, 168, 7374, 5247, 5729, 6406, 5029, 3383, 6804, 5003, 3464, 69, 1555, 3531, 981, 2052, 6011, 6658, 908, 6565, 4896, 6716, 206, 2921, 4918, 1098, 522, 2179, 5271, 5633, 847, 4988, 2535, 5743, 709, 1523, 6089, 4647, 5790, 2852, 11, 1237, 2534, 2502, 5174, 6394, 5041, 5058, 1676, 5273, 6523]"
74,"[2038, 4721, 3207, 3817, 436, 4361, 4805, 3019, 4437, 1801, 1348, 2826, 669, 1856, 3202, 3000, 7374, 7384, 2032, 2864, 3187, 2436, 6465, 6334, 3017, 1559, 122, 4345, 1678, 2986, 1618, 1292, 4938, 5495, 760, 3079, 1233, 4742, 2987, 6264, 4527, 6363, 672, 6362, 4699, 5871, 6506, 3188, 7398, 4000, 3338, 2870, 4960, 6787, 1125, 2022, 6739, 1706, 5798, 5557, 1852, 4908, 6521, 6565, 5800, 314, 6230, 1199, 6340, 971, 990, 6401, 7066, 2829, 376]","[2738, 6000, 5848, 7734, 5441, 4988, 1021, 1585, 5495, 1814, 7210, 5469, 1841, 6011, 3513, 4560, 522, 2276, 2790, 3779, 2515, 3530, 1425, 2819, 2595, 2308, 4971, 206, 5753, 4616, 2715, 773, 1312, 2166, 2447, 4816, 4402, 2921, 7686, 7733, 6566, 4861, 2502, 1666, 5529, 5797, 6507, 938, 6304, 4654, 4486, 4601, 3284, 847, 2136, 3446, 7049, 2412, 5292, 442, 4320, 1782, 6272, 4483, 4944, 4714, 5854, 3276, 1015, 6992, 3812, 5905, 1710, 6033, 3832]"
75,"[6566, 2826, 2923, 4571, 3882, 6918, 5800, 5362, 2038, 1678, 7374, 7170, 2864, 288, 4750, 3017, 2447, 4361, 2227, 2919, 7606, 2421, 6058, 7117, 5633, 5538, 3284, 6661, 5191, 3208, 3977, 3019, 6642, 1283, 2215, 808, 5483, 2254, 3166, 2563, 2263, 2548, 3949, 5798, 4279, 104, 848, 5929, 4437, 2929, 4257, 439, 3508, 4040, 5924, 5318, 4784, 328, 7811, 3033, 2711, 788, 1295, 3271, 2186, 882, 5781, 3214, 4422, 5335, 4767, 2856, 5648, 3961, 951]","[2136, 5905, 5302, 2908, 1218, 4861, 293, 6566, 2209, 1359, 3553, 6824, 1666, 3814, 5029, 168, 6029, 2520, 6565, 4400, 2407, 5441, 4560, 5813, 4818, 4460, 7114, 523, 5188, 2086, 2152, 5614, 6304, 4827, 2645, 4679, 2437, 2835, 7595, 5194, 1594, 4607, 7878, 1941, 5723, 3520, 3808, 1987, 1634, 5753, 3068, 3931, 4434, 2158, 7124, 1773, 119, 7276, 2923, 6764, 5884, 5176, 3188, 6829, 5685, 3648, 3787, 39, 2530, 4279, 3810, 1378, 7702, 1878, 4649]"
76,"[3269, 3183, 6566, 5869, 1287, 6066, 6992, 2864, 2136, 7386, 3000, 7134, 3019, 6050, 2826, 3916, 3471, 5929, 809, 6918, 5800, 3426, 5029, 4849, 5920, 5483, 3284, 2930, 3340, 720, 1312, 2179, 4361, 404, 2022, 4908, 1965, 5417, 4716, 1149, 982, 237, 7117, 5204, 5614, 352, 6807, 1963, 405, 3824, 2478, 4765, 3043, 53, 7277, 1936, 3299, 3190, 3688, 4429, 199, 1976, 6787, 7784, 2769, 760, 7732, 478, 2040, 3638, 7324, 6390, 960, 3202, 7108]","[4560, 3520, 474, 1967, 4567, 7734, 4362, 14, 4511, 4805, 4650, 1762, 1677, 4569, 5392, 3127, 1450, 280, 1468, 3107, 5349, 4400, 4815, 4471, 4970, 808, 3452, 7562, 6565, 1666, 3619, 4202, 4491, 5905, 5614, 2790, 3498, 6401, 2862, 1555, 1539, 3284, 7247, 4525, 4655, 7617, 7874, 283, 7114, 7654, 4647, 3951, 1594, 4279, 5059, 1465, 1955, 2943, 1358, 1151, 3073, 451, 168, 5533, 5057, 5165, 1585, 558, 3987, 1773, 981, 1676, 5200, 2597, 5004]"
77,"[3284, 6868, 5730, 3981, 6566, 3183, 827, 6213, 2803, 6888, 1466, 4938, 4960, 2254, 2864, 3019, 6595, 3882, 6118, 6807, 5800, 3377, 3299, 2645, 5874, 178, 840, 6642, 1678, 6787, 2074, 3301, 1910, 4885, 171, 3254, 5135, 2050, 3458, 6506, 4720, 839, 2780, 6216, 2949, 7617, 7443, 3761, 3269, 4364, 3340, 203, 3143, 6579, 7807, 3098, 424, 3165, 6362, 4694, 3215, 2346, 762, 4654, 1870, 658, 3124, 841, 3000, 7152, 4954, 3851, 6918, 7673, 3484]","[4895, 6566, 1629, 4702, 4449, 2900, 1598, 1762, 2956, 7261, 2412, 1208, 48, 5576, 7212, 6658, 687, 2780, 2862, 211, 1465, 306, 1908, 6883, 5614, 7920, 1980, 2522, 5502, 3825, 1850, 6233, 6670, 2597, 5339, 4401, 848, 6884, 5823, 1703, 6000, 1594, 4279, 3284, 3183, 3564, 527, 4456, 4672, 4805, 2662, 1250, 6050, 6716, 2447, 981, 5862, 6193, 4954, 4363, 4511, 5515, 1822, 3898, 2517, 1768, 4320, 4767, 202, 3073, 4860, 2933, 6565, 4714, 4717]"
78,"[3284, 1678, 3616, 4883, 2050, 5924, 3843, 2826, 6012, 1883, 2254, 7561, 4236, 663, 7653, 5882, 1775, 5358, 3182, 7011, 3039, 4742, 754, 5988, 2645, 4527, 1852, 2040, 3759, 2186, 960, 122, 1978, 1495, 5947, 3269, 2749, 1053, 4497, 3439, 7170, 6696, 7514, 5225, 1785, 321, 3290, 1186, 4229, 3305, 5614, 6807, 4580, 5194, 3338, 553, 3494, 3019, 1983, 2588, 1774, 5905, 3254, 6521, 3424, 6028, 5284, 5529, 1937, 5271, 7708, 6362, 6468, 1307, 6787]","[1668, 2778, 4805, 1556, 7455, 5118, 5753, 6566, 2956, 532, 1652, 7303, 7590, 4129, 2121, 461, 7229, 4893, 1118, 6108, 5568, 5797, 3188, 5614, 4672, 655, 2412, 1586, 1979, 2900, 385, 5915, 7114, 4320, 7774, 7212, 566, 3466, 1555, 3603, 774, 3539, 2096, 5808, 1358, 4419, 1987, 1015, 1862, 4896, 687, 5302, 4279, 595, 3000, 2431, 1641, 1738, 2136, 4021, 5775, 463, 7022, 7608, 5529, 5029, 7468, 5868, 4366, 7151, 1841, 5194, 3037, 3446, 394]"
79,"[1598, 3284, 5614, 7638, 1750, 341, 2421, 2680, 5951, 3019, 7386, 1501, 5029, 1700, 6807, 1495, 2727, 6918, 7076, 1659, 4651, 7658, 3454, 5921, 7272, 6683, 2772, 4566, 7124, 5800, 1063, 2122, 4528, 6954, 2803, 6642, 5247, 1015, 5529, 6253, 5950, 3340, 5825, 3428, 3254, 2790, 1535, 4345, 2013, 4244, 4388, 5372, 4684, 2576, 5884, 1122, 113, 2837, 4694, 3446, 2862, 5395, 4806, 4229, 5564, 4606, 518, 1466, 2481, 3648, 6699, 4050, 6187, 1080, 3299]","[3276, 1768, 2605, 3981, 6434, 1963, 5118, 2862, 5797, 3269, 5460, 6400, 6807, 1265, 4202, 691, 2738, 2515, 2790, 2597, 4896, 1795, 1358, 2136, 522, 4677, 7882, 1177, 4511, 7134, 3464, 434, 3484, 4345, 2090, 2715, 2898, 6566, 7603, 7100, 144, 1870, 1852, 4815, 5355, 4183, 5884, 3555, 666, 3429, 3840, 5529, 3047, 1295, 2169, 7327, 7170, 1384, 4742, 2412, 5057, 1841, 3074, 2209, 3575, 1953, 7108, 3648, 328, 1992, 6379, 2353, 7595, 5780, 5029]"
80,"[3019, 113, 6012, 5227, 3520, 4901, 3000, 7307, 7327, 6609, 3143, 1678, 5097, 2041, 3039, 6465, 4148, 5089, 1459, 3932, 1789, 7443, 2989, 5158, 5272, 4192, 3492, 4618, 3594, 2191, 4454, 5011, 2993, 1480, 5489, 3689, 4883, 3232, 2969, 1726, 2773, 5111, 458, 5120, 7602, 1963, 4041, 1283, 78, 1506, 5652, 1060, 1646, 4625, 6278, 4244, 2070, 2246, 7601, 3396, 2292, 6807, 3407, 2181, 2079, 5516, 33, 2737, 4313, 5004, 655, 3269, 3981, 6506, 1612]","[4419, 845, 4494, 3513, 5280, 768, 6566, 4504, 1245, 5190, 461, 7398, 2252, 1969, 1883, 7304, 5355, 272, 3843, 5464, 772, 5194, 4362, 699, 4562, 442, 1586, 4672, 5271, 3832, 619, 1378, 5614, 1768, 5412, 5227, 2645, 3269, 1643, 323, 421, 3284, 685, 3987, 5029, 1555, 3508, 1338, 2519, 4328, 1265, 3159, 1592, 5560, 376, 6328, 2588, 1358, 4931, 6807, 1988, 1287, 687, 947, 7858, 4832, 2248, 3074, 6883, 6214, 7551, 5065, 3773, 5030, 5392]"
81,"[3688, 4236, 3284, 5489, 3340, 6506, 2713, 4356, 5851, 4405, 3882, 2108, 3817, 3779, 22, 4292, 6642, 4630, 104, 4970, 1877, 3850, 5136, 4648, 7049, 4938, 1442, 5469, 5146, 1495, 1967, 4269, 409, 4131, 1762, 5324, 5578, 3628, 1785, 3212, 5729, 4133, 2275, 4699, 562, 2949, 1670, 3542, 1680, 1466, 5, 1949, 1958, 1626, 6394, 6739, 1998, 3146, 2826, 7100, 7247, 4113, 5465, 2650, 1885, 6193, 1726, 3707, 5109, 2719, 4448, 1264, 774, 4883, 6658]","[2045, 3269, 2392, 6400, 3057, 1170, 3068, 1113, 424, 3572, 3636, 5671, 4362, 4279, 5271, 2165, 6804, 5557, 1931, 2447, 2740, 5339, 5428, 37, 4918, 7114, 2830, 2534, 2920, 5848, 6459, 5029, 4149, 3685, 981, 1508, 6900, 1516, 6197, 7733, 1378, 329, 924, 6401, 3402, 3452, 1944, 6745, 6108, 1785, 2645, 7586, 6257, 3987, 6783, 2251, 2050, 2884, 4506, 7212, 4820, 5727, 6328, 5740, 2057, 7874, 5158, 3699, 7154, 4714, 5334, 7054, 2600, 522, 6578]"
82,"[2645, 3260, 532, 5614, 7011, 778, 3019, 1136, 4236, 6918, 6390, 3981, 358, 643, 1495, 1171, 1559, 5794, 6011, 3882, 6598, 1846, 1928, 3466, 3284, 6642, 3299, 2254, 5451, 6838, 7386, 2238, 3165, 6156, 1371, 1689, 4112, 1678, 456, 7910, 5921, 583, 4322, 7013, 4229, 706, 3580, 486, 2511, 1395, 4954, 7576, 1877, 4852, 6807, 1907, 566, 1535, 1420, 1052, 3760, 5001, 4908, 1144, 2885, 3462, 6252, 5898, 4345, 5362, 7169, 5107, 1216, 4757, 2961]","[3269, 2597, 5339, 6557, 3573, 6958, 5302, 5021, 981, 1594, 2803, 7304, 405, 3187, 4662, 6661, 5029, 5780, 1904, 4196, 1894, 7286, 7472, 6474, 1954, 2790, 7114, 6400, 1547, 6130, 3057, 4619, 4515, 7890, 1936, 2122, 2077, 6218, 962, 1609, 3213, 3981, 4435, 5085, 5743, 2923, 6564, 3759, 6401, 3416, 5735, 48, 2588, 3433, 3382, 7606, 6663, 4331, 1064, 3572, 4410, 720, 1944, 421, 3054, 2564, 2934, 2722, 3955, 1425, 2426, 7874, 5848, 880, 6141]"
83,"[4717, 7630, 3843, 1907, 7270, 1203, 594, 3108, 3299, 5065, 3530, 3284, 2247, 609, 6888, 4720, 5869, 6316, 815, 5158, 3882, 4345, 1901, 1117, 2436, 129, 1274, 778, 5568, 4021, 5049, 5854, 672, 2645, 7124, 7247, 1277, 5881, 5950, 2421, 2166, 3876, 4320, 2662, 5732, 6176, 5928, 3728, 6755, 948, 3112, 18, 994, 140, 1967, 1625, 7157, 6918, 7384, 403, 5489, 6213, 3019, 6784, 7217, 6075, 6208, 2820, 6509, 4697, 1678, 2826, 6197, 6423, 3464]","[5339, 688, 4059, 1307, 7022, 2862, 7087, 5029, 2070, 3464, 687, 2769, 4046, 1804, 4625, 5576, 3843, 1958, 3001, 2574, 5021, 4784, 5395, 2126, 4672, 2596, 657, 5790, 5735, 622, 4331, 3452, 1765, 1594, 5107, 1688, 2034, 5661, 5236, 6807, 1338, 3981, 3916, 4562, 2292, 400, 595, 3051, 5921, 4677, 2416, 3492, 5780, 1425, 625, 532, 2158, 6401, 815, 3661, 7823, 6764, 4712, 2534, 5729, 1979, 4940, 1564, 7145, 1738, 1841, 2346, 6738, 1346, 4345]"
84,"[688, 3249, 7878, 2830, 2645, 6126, 1324, 1292, 2826, 242, 1634, 5489, 6975, 7443, 1967, 4613, 5926, 6141, 4236, 6129, 2379, 113, 69, 4345, 4326, 7936, 7941, 2421, 3284, 5158, 2273, 416, 5793, 611, 214, 3079, 5288, 2561, 5717, 6142, 6719, 6247, 6595, 7335, 5011, 4277, 6634, 4460, 1618, 4535, 718, 7061, 224, 2254, 1907, 1792, 1366, 2154, 7200, 2040, 6918, 4229, 4181, 4133, 3873, 4175, 625, 4717, 5067, 2852, 1932, 4329, 5562, 3338, 1139]","[2949, 3057, 3284, 2605, 5339, 669, 3437, 4662, 687, 4536, 1227, 2574, 6743, 4567, 1659, 7807, 458, 346, 77, 6873, 37, 5288, 7087, 93, 4624, 2343, 2499, 2794, 2534, 4697, 3513, 5001, 7022, 830, 7114, 5614, 1910, 2764, 5736, 5302, 2252, 4382, 3271, 4218, 1, 7276, 3512, 7606, 7491, 6468, 848, 358, 6918, 529, 2579, 1594, 4918, 1243, 2346, 6615, 1963, 1786, 6807, 635, 7530, 6027, 2797, 1546, 7915, 3605, 1283, 6130, 1930, 2465, 1688]"
85,"[3284, 5886, 4269, 6918, 6323, 4954, 2470, 689, 5827, 2826, 2989, 1765, 2633, 594, 1907, 7124, 6158, 1495, 866, 7654, 3717, 3269, 321, 1052, 7402, 4535, 1348, 2576, 7836, 6397, 2232, 5315, 5931, 53, 4359, 6214, 93, 7386, 3019, 5244, 1564, 6119, 2949, 5256, 4575, 1644, 6806, 3812, 1612, 4845, 5251, 6521, 1040, 3619, 6863, 6830, 5088, 3340, 6205, 5033, 1960, 4440, 5930, 537, 7115, 1652, 167, 2187, 5008, 1280, 306, 7053, 6807, 2164, 6283]","[1508, 3269, 2152, 4082, 6745, 3773, 4714, 7567, 4401, 1594, 5614, 2862, 7721, 4662, 1481, 2136, 7114, 937, 3466, 4442, 4419, 3960, 3433, 1227, 5252, 1666, 4279, 7515, 7022, 5951, 6873, 3961, 1901, 7087, 3054, 1362, 7213, 3183, 2803, 3746, 243, 1307, 7488, 3429, 1290, 982, 1366, 6203, 1378, 4436, 211, 4345, 848, 1883, 4328, 722, 6176, 509, 4406, 5790, 1641, 237, 1678, 2530, 1790, 4958, 3260, 461, 6012, 1625, 4672, 754, 5158, 4491, 2740]"
86,"[3648, 2436, 2916, 2645, 4393, 4463, 5488, 6827, 2987, 2534, 5076, 3779, 3944, 5200, 1017, 6187, 7384, 5494, 7170, 1170, 3019, 1495, 1983, 4266, 6422, 2989, 7115, 7695, 5433, 5999, 3290, 1493, 1444, 6486, 5608, 29, 6111, 7827, 5875, 3981, 4535, 6351, 6142, 5500, 795, 6574, 6936, 2025, 6738, 5885, 5441, 672, 5847, 7124, 6129, 3508, 5095, 2041, 3284, 7890, 4131, 6777, 6838, 5840, 6363, 1566, 3244, 1060, 245, 668, 4220, 6141, 7243, 4944, 2417]","[3054, 2112, 2734, 48, 1719, 233, 2949, 1870, 6764, 5850, 5049, 4279, 1756, 4442, 6193, 1508, 7226, 4913, 4714, 400, 3699, 981, 3186, 3760, 8, 6703, 2564, 2600, 664, 3068, 2120, 6089, 1936, 4662, 1726, 5047, 4464, 2549, 7874, 1362, 3284, 2807, 2943, 7276, 5507, 6059, 5854, 7577, 5302, 3746, 1395, 3537, 6521, 6757, 5736, 4345, 6385, 6658, 883, 4218, 4021, 3269, 2052, 2581, 2502, 2966, 4502, 2447, 5277, 266, 506, 3949, 2116, 6187, 4674]"
87,"[1495, 3019, 6142, 6739, 7386, 2436, 6515, 3198, 1678, 3284, 4940, 594, 7751, 2989, 3981, 5441, 1954, 5886, 4435, 1260, 5593, 5401, 5271, 1625, 5106, 970, 3039, 4672, 4406, 1359, 6918, 7577, 6757, 2645, 6606, 5004, 3291, 749, 5685, 3202, 3882, 1346, 5500, 7695, 6363, 243, 7384, 6857, 988, 5661, 7327, 4410, 3269, 4535, 3232, 2459, 3290, 6907, 961, 4340, 882, 3754, 2610, 5029, 7362, 3079, 2894, 2957, 519, 2323, 6975, 6521, 1075, 5658, 4082]","[3697, 4672, 2058, 5729, 5614, 1621, 4513, 916, 7709, 5244, 5039, 3944, 1555, 4333, 4286, 2819, 839, 2645, 2112, 301, 5027, 3183, 1666, 4945, 1023, 3570, 3464, 1592, 968, 5047, 1699, 475, 5689, 2797, 5743, 1274, 2929, 4046, 1508, 3566, 5854, 4536, 5780, 6401, 7331, 1013, 6703, 2530, 3977, 647, 4345, 1922, 6764, 2014, 3838, 2954, 848, 5999, 7362, 5537, 4411, 2768, 1865, 7673, 7491, 3785, 873, 4542, 6477, 6956, 2540, 2523, 1507, 4714, 4529]"
88,"[3760, 7145, 6390, 6739, 4717, 3475, 6089, 1967, 6918, 2645, 522, 5532, 528, 2908, 1691, 7836, 4886, 1500, 6189, 2826, 5047, 1618, 2030, 2643, 3304, 2436, 1125, 3111, 672, 3153, 6700, 7805, 7589, 6699, 1559, 3163, 7596, 4457, 7247, 69, 714, 1492, 2851, 7630, 5124, 62, 4460, 5016, 5158, 6687, 64, 5194, 5271, 5841, 7460, 4806, 1051, 4441, 3787, 373, 6838, 3510, 3645, 7100, 7237, 833, 7572, 7443, 3981, 438, 3754, 3641, 561, 2122, 3433]","[4913, 5869, 2738, 2949, 4896, 1362, 1727, 451, 5047, 1555, 975, 346, 5854, 188, 7022, 2499, 2797, 5252, 7276, 373, 981, 6385, 2136, 1592, 5808, 1119, 2862, 6374, 778, 6427, 4074, 4624, 1227, 7362, 2502, 259, 5736, 808, 5740, 2210, 1599, 4197, 2114, 7193, 48, 880, 2412, 5682, 4945, 6295, 1210, 3006, 1223, 647, 6142, 1063, 4607, 1656, 1841, 5999, 3284, 1614, 1040, 4148, 5648, 6356, 2920, 6807, 7200, 2819, 3827, 6623, 4932, 1963, 5529]"
89,"[2297, 2645, 657, 7443, 4717, 6783, 1854, 3039, 5850, 5026, 6838, 5441, 2758, 4293, 5711, 1612, 5507, 4514, 1678, 6357, 5271, 7247, 6089, 439, 617, 5424, 6699, 3284, 7599, 3111, 1407, 119, 662, 6187, 2026, 4517, 535, 5952, 4245, 2437, 4072, 4958, 1625, 6604, 1877, 1628, 6024, 2386, 6807, 6745, 2174, 4969, 5109, 974, 4806, 6679, 4527, 2198, 1993, 6918, 6676, 4434, 5064, 3019, 3981, 4471, 6547, 7477, 2993, 5483, 5654, 3433, 3760, 5872, 869]","[2210, 4743, 7114, 6373, 3054, 2949, 48, 150, 2862, 7931, 1063, 400, 1837, 2447, 2579, 1111, 4464, 1665, 2335, 451, 1563, 6394, 7675, 237, 5729, 3810, 4113, 4504, 1459, 6400, 7491, 2177, 2574, 6889, 773, 5122, 2096, 4603, 5790, 6885, 57, 1283, 4041, 5252, 5047, 2136, 5423, 1232, 3870, 2943, 1023, 1910, 4677, 2251, 2040, 3108, 3961, 2819, 6423, 6283, 918, 3068, 158, 7276, 2797, 5869, 4046, 2343, 1696, 5502, 4885, 7294, 4322, 3882, 3458]"
90,"[4944, 3284, 7472, 4133, 3882, 4773, 7457, 5417, 6739, 2645, 1980, 6253, 1559, 1593, 7294, 5730, 7836, 5473, 3729, 559, 7247, 5781, 5904, 4447, 1907, 6717, 3299, 2340, 4765, 1625, 1984, 7267, 2836, 3142, 6394, 6090, 1678, 5785, 3006, 6401, 463, 4197, 6245, 3981, 7860, 1216, 4849, 5134, 7015, 1526, 2114, 1629, 7170, 3474, 5661, 1779, 5614, 672, 6089, 5135, 848, 4613, 1283, 1480, 2424, 5891, 7583, 5529, 3039, 1409, 3051, 1327, 3111, 6628, 5428]","[4436, 3183, 971, 3810, 1196, 2252, 3269, 2391, 7870, 4677, 1013, 4086, 3284, 1362, 1290, 4818, 842, 3054, 5315, 4535, 2447, 7115, 5220, 2740, 4356, 2862, 981, 4674, 2438, 3898, 4061, 256, 4672, 2392, 1870, 6177, 3648, 287, 3433, 5676, 5271, 6038, 6379, 4328, 7049, 3746, 5729, 7141, 48, 3415, 6193, 6496, 3839, 4131, 1656, 430, 7391, 2574, 6142, 4504, 6133, 7675, 2048, 2954, 7237, 6388, 3759, 461, 5725, 2768, 1505, 5751, 2040, 2819, 2830]"
91,"[3019, 6807, 2826, 7247, 3340, 7459, 5981, 3981, 4765, 3225, 2142, 4861, 4806, 4938, 2575, 5211, 3299, 4000, 5210, 960, 2740, 4410, 3474, 7703, 6981, 158, 7823, 3641, 4515, 135, 1927, 7481, 1760, 3601, 2645, 5961, 4571, 3613, 7154, 1262, 5288, 5378, 6739, 7115, 1618, 3284, 6411, 753, 3272, 4494, 7398, 6379, 7572, 81, 6866, 2281, 5297, 1071, 4641, 6257, 7114, 788, 2055, 3976, 5989, 328, 773, 1889, 2593, 3338, 2807, 5639, 4656, 1601, 691]","[1265, 5340, 48, 5736, 2738, 461, 3183, 3494, 4168, 7276, 5868, 842, 883, 5560, 7734, 2499, 4131, 4616, 6193, 451, 669, 475, 7494, 6142, 4677, 5252, 4070, 2835, 2647, 256, 1370, 1227, 6465, 1346, 1726, 7145, 6272, 6873, 2819, 1623, 7750, 1556, 6496, 7788, 6659, 5001, 7610, 2071, 388, 3697, 3433, 3882, 691, 647, 5106, 62, 3305, 6818, 2447, 1508, 1719, 5242, 988, 237, 7141, 768, 3269, 7517, 3759, 2308, 7043, 751, 4473, 3272, 3187]"
92,"[3284, 848, 6814, 2916, 6245, 5313, 3981, 1932, 7247, 2416, 5751, 19, 553, 217, 4009, 6612, 4527, 5919, 4178, 816, 7529, 3566, 6193, 6950, 6807, 5960, 4938, 5001, 7931, 1951, 7374, 3662, 5467, 1927, 5381, 2536, 1535, 6374, 6900, 3299, 5812, 6473, 3340, 5130, 5523, 3528, 2005, 554, 4922, 5525, 4436, 1105, 5529, 4447, 2055, 6918, 5441, 6866, 6187, 562, 661, 5904, 3767, 3836, 5246, 7840, 5670, 4992, 1507, 2222, 2048, 963, 1553, 5194, 5920]","[7276, 3269, 2437, 4697, 916, 1160, 3305, 2769, 1865, 267, 237, 1290, 6400, 5931, 451, 48, 2122, 1508, 4436, 5560, 3787, 546, 784, 2447, 3760, 506, 5763, 2890, 4041, 3354, 2943, 5042, 4818, 3054, 2645, 2412, 4945, 3284, 6799, 4677, 6208, 3810, 5508, 6523, 1227, 169, 6714, 663, 1760, 6936, 6130, 6156, 6373, 7596, 2896, 2695, 2740, 6838, 7931, 2795, 6719, 287, 5135, 1131, 1456, 3183, 4070, 1873, 4366, 6830, 7115, 3839, 5021, 720, 4300]"
93,"[1678, 553, 1967, 3993, 8, 3143, 3882, 29, 5057, 3174, 6089, 2023, 5122, 7222, 2199, 1618, 4925, 562, 2521, 6237, 7485, 2138, 3116, 2247, 3284, 492, 3602, 7406, 7608, 7347, 3760, 960, 39, 13, 7811, 994, 3514, 5905, 6165, 1877, 2436, 1862, 7050, 2823, 5670, 5736, 2263, 4432, 5794, 7525, 2205, 7212, 6900, 5529, 1186, 3807, 7727, 1935, 40, 3019, 4971, 7285, 6720, 11, 6337, 1646, 5344, 2359, 5222, 5354, 7298, 765, 3641, 5793, 5500]","[7286, 48, 7304, 3433, 749, 7398, 5800, 4945, 3537, 6400, 1656, 981, 5560, 4070, 1290, 5999, 4882, 916, 5898, 4677, 3054, 2112, 6799, 7117, 6783, 5158, 4742, 7505, 1719, 1987, 113, 821, 1917, 3484, 3830, 256, 6941, 6653, 1547, 2572, 5508, 1776, 4363, 3684, 6929, 451, 6427, 2380, 2647, 1210, 4931, 7583, 859, 2819, 5537, 506, 4794, 5313, 4765, 4030, 3183, 6564, 5294, 3276, 3284, 5523, 2315, 1307, 3396, 4954, 461, 5202, 7632, 2896, 6830]"
