fac_ui_no,fac_ui_yes,num_age,num_reprate,num_disrate,num_tenure,num_logwage,time,event
1.0,0.0,30.0,0.27,0.054,11.0,6.21661,4,0
0.0,1.0,21.0,0.364,0.073,0.0,5.20401,2,0
0.0,1.0,26.0,0.312,0.062,2.0,6.07304,3,0
1.0,0.0,25.0,0.364,0.073,1.0,5.89715,2,1
0.0,1.0,33.0,0.364,0.073,2.0,5.65599,4,1
1.0,0.0,27.0,0.4,0.2,2.0,4.99721,1,1
0.0,1.0,38.0,0.4,0.2,16.0,5.45532,7,1
1.0,0.0,26.0,0.4,0.2,4.0,4.99721,2,1
1.0,0.0,33.0,0.4,0.2,5.0,5.04986,1,1
1.0,0.0,26.0,0.4,0.2,1.0,5.81114,1,1
0.0,1.0,39.0,0.5,0.15,5.0,5.15906,7,0
1.0,0.0,29.0,0.5,0.15,0.0,5.84932,5,1
1.0,0.0,50.0,0.5,0.15,0.0,5.64191,3,1
1.0,0.0,54.0,0.456,0.137,21.0,5.96615,3,1
1.0,0.0,31.0,0.5,0.15,3.0,5.56068,2,0
0.0,1.0,40.0,0.466,0.14,11.0,5.94542,13,1
1.0,0.0,33.0,0.5,0.15,3.0,5.60947,6,0
1.0,0.0,32.0,0.5,0.15,13.0,5.56068,7,1
0.0,1.0,33.0,0.483,0.043,12.0,5.71703,4,0
1.0,0.0,30.0,0.469,0.042,0.0,5.743,9,1
1.0,0.0,50.0,0.376,0.033,3.0,5.96615,1,1
0.0,1.0,34.0,0.402,0.036,1.0,5.89715,9,0
1.0,0.0,37.0,0.578,0.107,1.0,4.79579,5,1
0.0,1.0,32.0,0.578,0.075,2.0,5.15906,3,0
0.0,1.0,55.0,0.211,0.019,23.0,6.54247,3,0
0.0,1.0,22.0,0.578,0.067,2.0,5.273,3,0
0.0,1.0,42.0,0.578,0.058,2.0,5.42054,2,0
0.0,1.0,29.0,0.52,0.26,1.0,5.15906,14,0
1.0,0.0,27.0,0.465,0.233,2.0,5.92158,3,1
0.0,1.0,27.0,0.286,0.143,5.0,6.40853,2,1
0.0,1.0,56.0,0.333,0.167,7.0,6.25575,5,1
1.0,0.0,41.0,0.52,0.26,0.0,5.23111,22,0
1.0,0.0,32.0,0.444,0.222,0.0,5.96615,1,1
1.0,0.0,30.0,0.5,0.25,3.0,5.84932,2,0
0.0,1.0,42.0,0.52,0.13,9.0,5.29832,7,0
0.0,1.0,42.0,0.52,0.13,5.0,5.70378,27,1
0.0,1.0,54.0,0.236,0.059,1.0,6.68461,10,0
0.0,1.0,52.0,0.42,0.105,4.0,6.10925,4,1
1.0,0.0,21.0,0.52,0.13,1.0,4.82831,7,1
1.0,0.0,26.0,0.52,0.13,1.0,5.52146,3,0
1.0,0.0,31.0,0.52,0.13,5.0,5.273,9,1
0.0,1.0,39.0,0.394,0.098,5.0,6.17379,3,0
0.0,1.0,49.0,0.131,0.033,9.0,7.27379,10,0
1.0,0.0,28.0,0.52,0.13,0.0,5.70378,7,0
1.0,0.0,49.0,0.35,0.088,6.0,6.29157,1,1
1.0,0.0,31.0,0.52,0.13,1.0,5.52146,1,1
1.0,0.0,46.0,0.52,0.13,0.0,5.57595,1,1
1.0,0.0,37.0,0.52,0.13,3.0,5.4161,1,1
0.0,1.0,32.0,0.378,0.095,4.0,6.21461,9,1
1.0,0.0,22.0,0.52,0.13,1.0,5.8861,2,1
1.0,0.0,44.0,0.315,0.079,17.0,6.39693,1,1
1.0,0.0,33.0,0.315,0.079,8.0,6.39693,3,1
1.0,0.0,33.0,0.52,0.13,6.0,5.19296,3,1
0.0,1.0,21.0,0.52,0.13,4.0,5.61677,5,1
1.0,0.0,31.0,0.445,0.111,4.0,6.05209,2,1
1.0,0.0,45.0,0.326,0.081,7.0,6.36303,6,1
0.0,1.0,25.0,0.52,0.13,6.0,5.61677,5,1
1.0,0.0,26.0,0.52,0.13,3.0,5.29832,3,1
1.0,0.0,33.0,0.52,0.13,1.0,5.48064,4,1
0.0,1.0,38.0,0.52,0.13,2.0,5.70378,2,1
0.0,1.0,34.0,0.52,0.13,2.0,5.29832,7,1
1.0,0.0,46.0,0.315,0.079,5.0,6.39693,1,1
1.0,0.0,27.0,0.378,0.095,2.0,6.21461,1,1
1.0,0.0,23.0,0.52,0.13,1.0,5.85793,8,1
0.0,1.0,24.0,0.52,0.13,2.0,5.47227,7,1
1.0,0.0,21.0,0.52,0.13,2.0,5.52146,7,1
0.0,1.0,36.0,0.42,0.105,1.0,6.10925,14,0
0.0,1.0,32.0,0.378,0.095,10.0,6.21461,10,0
0.0,1.0,28.0,0.52,0.13,0.0,5.19296,15,0
0.0,1.0,31.0,0.378,0.095,7.0,6.21461,2,1
1.0,0.0,23.0,0.52,0.13,0.0,5.4161,3,0
1.0,0.0,43.0,0.432,0.108,5.0,6.08222,1,1
1.0,0.0,50.0,0.52,0.13,1.0,5.29832,3,1
0.0,1.0,23.0,0.52,0.13,2.0,5.52146,13,0
1.0,0.0,33.0,0.52,0.13,6.0,5.8861,5,1
1.0,0.0,39.0,0.52,0.13,4.0,5.63479,2,1
0.0,1.0,28.0,0.52,0.13,1.0,5.61677,4,0
1.0,0.0,24.0,0.52,0.13,0.0,5.01064,2,0
1.0,0.0,40.0,0.095,0.024,17.0,7.6004,1,1
1.0,0.0,21.0,0.52,0.13,1.0,5.29832,2,1
1.0,0.0,28.0,0.52,0.13,5.0,5.29832,7,1
0.0,1.0,42.0,0.344,0.086,9.0,6.30992,7,1
0.0,1.0,40.0,0.52,0.13,1.0,5.59842,7,0
1.0,0.0,25.0,0.52,0.13,2.0,5.70378,1,1
0.0,1.0,34.0,0.49,0.122,2.0,5.95584,9,0
1.0,0.0,20.0,0.52,0.13,0.0,5.01064,1,1
0.0,1.0,21.0,0.52,0.13,0.0,5.07517,2,0
1.0,0.0,24.0,0.52,0.13,3.0,4.89784,7,1
1.0,0.0,28.0,0.411,0.103,0.0,6.13123,7,1
1.0,0.0,40.0,0.473,0.118,2.0,5.99146,1,1
0.0,1.0,45.0,0.398,0.099,7.0,6.16331,14,1
0.0,1.0,31.0,0.473,0.118,1.0,5.99146,5,1
1.0,0.0,21.0,0.52,0.13,0.0,5.42054,5,1
1.0,0.0,32.0,0.45,0.113,12.0,6.04025,1,1
0.0,1.0,48.0,0.378,0.095,20.0,6.21461,14,1
1.0,0.0,24.0,0.52,0.13,0.0,4.91265,5,1
0.0,1.0,23.0,0.52,0.13,1.0,5.52146,9,1
1.0,0.0,23.0,0.504,0.126,0.0,5.92693,6,1
1.0,0.0,32.0,0.27,0.068,13.0,6.55108,5,1
1.0,0.0,22.0,0.52,0.13,0.0,5.52146,2,0
0.0,1.0,45.0,0.498,0.199,9.0,6.10925,13,0
1.0,0.0,52.0,0.39,0.156,15.0,6.35437,2,0
0.0,1.0,32.0,0.52,0.208,2.0,5.61677,7,1
1.0,0.0,51.0,0.52,0.208,0.0,5.85793,3,1
0.0,1.0,42.0,0.52,0.208,10.0,5.61677,2,1
0.0,1.0,58.0,0.448,0.179,8.0,6.21461,13,1
0.0,1.0,27.0,0.52,0.208,6.0,5.29832,2,0
0.0,1.0,36.0,0.52,0.208,1.0,4.82831,4,0
1.0,0.0,36.0,0.52,0.208,3.0,5.01064,1,1
0.0,1.0,53.0,0.52,0.208,30.0,6.05209,4,0
0.0,1.0,25.0,0.498,0.199,2.0,6.10925,3,1
1.0,0.0,28.0,0.52,0.208,0.0,5.63479,5,1
0.0,1.0,30.0,0.448,0.179,5.0,6.21461,7,0
0.0,1.0,45.0,0.52,0.208,8.0,5.70378,5,1
1.0,0.0,40.0,0.52,0.208,0.0,5.19296,25,0
0.0,1.0,36.0,0.52,0.208,7.0,5.8522,15,1
1.0,0.0,30.0,0.509,0.204,5.0,6.08677,7,1
1.0,0.0,31.0,0.32,0.128,2.0,6.55108,1,1
1.0,0.0,42.0,0.52,0.208,2.0,5.99146,1,1
0.0,1.0,55.0,0.52,0.208,15.0,6.01616,14,0
0.0,1.0,27.0,0.52,0.208,1.0,5.29832,8,0
0.0,1.0,29.0,0.52,0.208,7.0,4.90527,5,1
1.0,0.0,26.0,0.52,0.208,5.0,5.85793,3,1
0.0,1.0,59.0,0.52,0.208,35.0,5.29832,13,0
1.0,0.0,32.0,0.52,0.208,0.0,5.99146,3,1
0.0,1.0,32.0,0.52,0.208,1.0,5.16479,10,0
1.0,0.0,37.0,0.52,0.208,2.0,4.89784,14,1
0.0,1.0,47.0,0.52,0.208,14.0,5.99146,4,1
1.0,0.0,50.0,0.52,0.208,0.0,5.24702,9,0
1.0,0.0,22.0,0.52,0.208,0.0,5.29832,2,1
1.0,0.0,30.0,0.407,0.163,4.0,6.30992,1,1
0.0,1.0,37.0,0.498,0.199,2.0,6.10925,9,0
0.0,1.0,50.0,0.498,0.199,15.0,6.10925,5,0
0.0,1.0,26.0,0.52,0.208,6.0,5.56068,3,0
0.0,1.0,26.0,0.448,0.179,5.0,6.21461,4,1
1.0,0.0,26.0,0.52,0.208,4.0,4.90527,9,0
0.0,1.0,23.0,0.52,0.208,2.0,5.82895,8,0
0.0,1.0,23.0,0.52,0.208,5.0,5.01064,25,0
0.0,1.0,38.0,0.48,0.24,2.0,5.01064,27,0
0.0,1.0,38.0,0.366,0.183,15.0,6.08677,12,0
0.0,1.0,32.0,0.48,0.24,1.0,5.70378,10,1
1.0,0.0,33.0,0.48,0.24,4.0,5.01064,3,1
0.0,1.0,42.0,0.34,0.17,5.0,6.16121,14,0
0.0,1.0,43.0,0.331,0.165,22.0,6.18826,9,0
1.0,0.0,29.0,0.248,0.124,0.0,6.47697,1,1
1.0,0.0,35.0,0.304,0.152,2.0,6.27099,2,1
1.0,0.0,23.0,0.48,0.24,1.0,5.16479,2,1
0.0,1.0,57.0,0.403,0.201,9.0,5.99146,7,0
1.0,0.0,27.0,0.48,0.24,0.0,5.63479,4,0
0.0,1.0,20.0,0.48,0.24,1.0,5.29832,11,0
1.0,0.0,38.0,0.48,0.24,0.0,5.29832,13,1
1.0,0.0,49.0,0.48,0.24,7.0,5.76832,1,1
0.0,1.0,48.0,0.435,0.218,12.0,5.9135,21,0
0.0,1.0,31.0,0.48,0.24,0.0,5.78383,4,1
0.0,1.0,43.0,0.48,0.24,6.0,5.52146,13,0
0.0,1.0,59.0,0.447,0.224,5.0,5.8861,18,0
0.0,1.0,43.0,0.401,0.201,8.0,5.99396,15,0
0.0,1.0,21.0,0.48,0.24,2.0,5.56068,9,1
0.0,1.0,25.0,0.332,0.166,3.0,6.18415,12,1
1.0,0.0,24.0,0.381,0.19,4.0,6.04737,1,1
1.0,0.0,53.0,0.403,0.201,18.0,5.99146,2,1
1.0,0.0,27.0,0.301,0.151,4.0,6.2804,1,1
1.0,0.0,34.0,0.48,0.24,2.0,5.78383,1,1
0.0,1.0,43.0,0.293,0.146,0.0,6.30992,9,0
1.0,0.0,23.0,0.48,0.24,1.0,4.89784,5,1
1.0,0.0,28.0,0.268,0.134,5.0,6.39693,1,1
1.0,0.0,26.0,0.48,0.24,1.0,5.07517,27,0
1.0,0.0,23.0,0.48,0.24,1.0,5.01064,3,0
0.0,1.0,33.0,0.48,0.24,0.0,5.48064,2,1
0.0,1.0,26.0,0.48,0.24,1.0,5.70044,3,0
0.0,1.0,61.0,0.245,0.123,6.0,6.48768,18,0
0.0,1.0,29.0,0.48,0.24,0.0,4.82831,3,0
1.0,0.0,30.0,0.474,0.237,0.0,5.82895,8,0
0.0,1.0,30.0,0.48,0.24,0.0,5.63479,1,1
0.0,1.0,29.0,0.48,0.24,7.0,5.72031,28,0
1.0,0.0,25.0,0.48,0.24,0.0,5.01064,6,1
1.0,0.0,25.0,0.403,0.201,8.0,5.99146,2,1
1.0,0.0,48.0,0.268,0.134,5.0,6.39693,2,1
0.0,1.0,35.0,0.48,0.24,16.0,5.77455,22,0
1.0,0.0,53.0,0.46,0.23,10.0,5.85793,2,0
0.0,1.0,48.0,0.322,0.161,15.0,6.21461,6,0
1.0,0.0,24.0,2.04,1.02,0.0,3.21888,13,0
1.0,0.0,22.0,0.48,0.24,4.0,5.01064,15,0
0.0,1.0,36.0,0.248,0.124,4.0,6.47697,13,1
0.0,1.0,33.0,0.48,0.24,6.0,5.48064,5,1
0.0,1.0,24.0,0.48,0.24,2.0,5.39816,7,1
0.0,1.0,27.0,0.393,0.196,10.0,6.01616,14,0
1.0,0.0,54.0,0.48,0.24,15.0,5.48064,3,0
1.0,0.0,21.0,0.48,0.24,0.0,5.01064,2,1
1.0,0.0,49.0,0.46,0.23,5.0,5.85793,16,0
1.0,0.0,27.0,0.403,0.201,5.0,5.99146,1,1
0.0,1.0,22.0,0.5,0.1,0.0,5.29832,2,1
0.0,1.0,29.0,0.283,0.057,5.0,6.25383,2,1
1.0,0.0,33.0,0.255,0.051,12.0,6.35784,14,1
1.0,0.0,32.0,0.294,0.059,11.0,6.21461,1,1
0.0,1.0,24.0,0.5,0.1,0.0,5.04986,5,0
0.0,1.0,36.0,0.368,0.074,17.0,5.99146,8,1
0.0,1.0,43.0,0.327,0.065,18.0,6.10925,19,0
0.0,1.0,24.0,0.459,0.092,4.0,5.76832,2,1
1.0,0.0,52.0,0.184,0.037,23.0,6.68461,7,0
0.0,1.0,39.0,0.36,0.072,19.0,6.01127,19,1
0.0,1.0,51.0,0.49,0.098,19.0,5.70378,12,1
0.0,1.0,28.0,0.368,0.074,0.0,5.99146,7,1
0.0,1.0,42.0,0.193,0.039,0.0,6.63332,3,0
1.0,0.0,28.0,0.5,0.1,0.0,4.78749,8,0
0.0,1.0,26.0,0.459,0.092,7.0,5.76832,11,0
0.0,1.0,29.0,0.49,0.098,8.0,5.70378,13,0
0.0,1.0,24.0,0.5,0.1,1.0,5.63479,6,0
1.0,0.0,21.0,0.5,0.1,1.0,4.94164,14,1
0.0,1.0,29.0,0.5,0.1,0.0,5.34711,6,1
0.0,1.0,27.0,0.5,0.1,8.0,5.39363,14,0
1.0,0.0,24.0,0.3,0.06,3.0,6.19441,1,1
1.0,0.0,24.0,0.5,0.1,0.0,5.29832,6,1
1.0,0.0,32.0,0.368,0.074,3.0,5.99146,3,1
0.0,1.0,31.0,0.42,0.084,0.0,5.85793,6,1
1.0,0.0,36.0,0.5,0.1,1.0,4.94164,1,1
1.0,0.0,43.0,0.245,0.049,20.0,6.39693,4,0
1.0,0.0,34.0,0.5,0.1,2.0,4.82831,6,0
0.0,1.0,43.0,0.191,0.038,5.0,6.64639,7,1
0.0,1.0,24.0,0.5,0.1,2.0,5.5835,8,0
1.0,0.0,32.0,0.21,0.042,8.0,6.55108,6,1
0.0,1.0,33.0,0.408,0.082,10.0,5.8861,7,0
1.0,0.0,21.0,0.5,0.1,0.0,5.01064,18,0
0.0,1.0,61.0,0.256,0.051,29.0,6.35437,4,0
0.0,1.0,38.0,0.49,0.098,2.0,5.70378,18,1
0.0,1.0,37.0,0.294,0.059,18.0,6.21461,8,1
1.0,0.0,38.0,0.265,0.053,4.0,6.31897,1,1
1.0,0.0,26.0,0.245,0.049,4.0,6.39693,1,1
0.0,1.0,31.0,0.368,0.074,9.0,5.99146,12,0
0.0,1.0,24.0,0.348,0.07,2.0,6.04501,3,1
0.0,1.0,44.0,0.306,0.061,4.0,6.17379,9,1
0.0,1.0,34.0,0.49,0.098,5.0,5.70378,21,0
0.0,1.0,36.0,0.5,0.1,0.0,5.29832,14,0
0.0,1.0,40.0,0.5,0.1,2.0,5.01064,13,1
0.0,1.0,28.0,0.369,0.074,7.0,5.98645,3,0
1.0,0.0,31.0,0.5,0.036,2.0,4.92725,27,1
1.0,0.0,46.0,0.28,0.009,11.0,6.28413,2,0
1.0,0.0,29.0,0.353,0.012,11.0,6.05209,9,0
0.0,1.0,31.0,0.417,0.014,0.0,5.8861,12,1
0.0,1.0,38.0,0.417,0.014,12.0,5.8861,12,1
1.0,0.0,33.0,0.5,0.02,0.0,5.52146,1,1
0.0,1.0,51.0,0.5,0.019,0.0,5.59842,4,1
0.0,1.0,46.0,0.441,0.015,3.0,5.82895,2,1
1.0,0.0,26.0,0.5,0.025,1.0,5.29832,7,1
0.0,1.0,27.0,0.5,0.017,1.0,5.68017,11,0
1.0,0.0,48.0,0.5,0.02,3.0,5.52146,3,1
0.0,1.0,42.0,0.5,0.021,9.0,5.48064,4,0
1.0,0.0,29.0,0.5,0.02,11.0,5.52146,2,1
1.0,0.0,20.0,0.5,0.031,0.0,5.07517,2,0
1.0,0.0,23.0,0.441,0.015,0.0,5.82895,2,1
1.0,0.0,22.0,0.5,0.031,0.0,5.07517,10,1
0.0,1.0,48.0,0.5,0.033,0.0,5.01064,8,0
0.0,1.0,55.0,0.5,0.033,0.0,5.01064,8,0
0.0,1.0,45.0,0.5,0.023,6.0,5.39363,6,0
1.0,0.0,26.0,0.5,0.02,3.0,5.52146,1,1
1.0,0.0,30.0,0.5,0.025,2.0,5.29832,2,1
1.0,0.0,31.0,0.429,0.014,1.0,5.85793,1,1
1.0,0.0,32.0,0.5,0.02,3.0,5.52146,2,1
1.0,0.0,30.0,0.5,0.017,0.0,5.70378,2,0
0.0,1.0,34.0,0.5,0.023,2.0,5.39363,8,1
1.0,0.0,22.0,0.5,0.039,0.0,4.84419,13,1
1.0,0.0,52.0,0.5,0.025,0.0,5.29832,9,0
1.0,0.0,23.0,0.5,0.017,0.0,5.70378,1,1
1.0,0.0,28.0,0.5,0.031,0.0,5.07517,7,1
0.0,1.0,44.0,0.5,0.019,2.0,5.59842,15,1
1.0,0.0,22.0,0.5,0.026,0.0,5.24702,5,0
1.0,0.0,59.0,0.5,0.031,0.0,5.07517,7,0
1.0,0.0,36.0,0.333,0.011,2.0,6.10925,1,1
1.0,0.0,37.0,0.5,0.021,0.0,5.48064,1,1
1.0,0.0,24.0,0.5,0.024,3.0,5.34711,5,1
1.0,0.0,53.0,0.5,0.017,0.0,5.70378,17,1
1.0,0.0,23.0,0.5,0.02,2.0,5.52146,3,0
1.0,0.0,22.0,0.5,0.02,2.0,5.52146,1,1
1.0,0.0,44.0,0.5,0.02,1.0,5.52146,2,1
0.0,1.0,57.0,0.6,0.12,9.0,5.64897,3,0
0.0,1.0,47.0,0.6,0.12,4.0,5.39363,3,0
1.0,0.0,52.0,0.6,0.12,0.0,5.29832,11,0
0.0,1.0,28.0,0.226,0.045,2.0,6.80239,11,1
0.0,1.0,37.0,0.549,0.11,16.0,5.9135,4,0
1.0,0.0,43.0,0.6,0.12,0.0,4.89784,1,1
1.0,0.0,25.0,0.6,0.12,1.0,5.10595,27,0
0.0,1.0,21.0,0.508,0.102,2.0,5.99146,3,0
0.0,1.0,27.0,0.441,0.088,7.0,6.13123,9,0
1.0,0.0,29.0,0.353,0.071,1.0,6.35437,1,1
0.0,1.0,61.0,0.6,0.12,8.0,5.64545,3,0
0.0,1.0,29.0,0.549,0.11,3.0,5.9135,5,0
0.0,1.0,48.0,0.427,0.085,2.0,6.16331,5,0
0.0,1.0,49.0,0.58,0.116,3.0,5.85793,14,0
0.0,1.0,34.0,0.478,0.096,10.0,6.05209,3,1
0.0,1.0,38.0,0.6,0.12,12.0,5.70378,7,1
1.0,0.0,40.0,0.6,0.12,1.0,5.19296,5,0
1.0,0.0,25.0,0.6,0.12,0.0,5.76832,3,1
0.0,1.0,37.0,0.541,0.108,5.0,5.92693,13,1
0.0,1.0,53.0,0.6,0.12,5.0,5.55296,2,1
0.0,1.0,34.0,0.6,0.12,1.0,5.29832,2,0
1.0,0.0,21.0,0.6,0.12,1.0,5.15906,1,1
1.0,0.0,21.0,0.6,0.12,0.0,4.7362,5,0
0.0,1.0,60.0,0.29,0.058,10.0,6.55108,4,1
0.0,1.0,33.0,0.508,0.102,2.0,5.99146,5,0
0.0,1.0,26.0,0.564,0.113,2.0,5.8861,2,1
0.0,1.0,32.0,0.6,0.12,2.0,5.1358,14,1
0.0,1.0,46.0,0.6,0.12,0.0,5.24702,7,0
0.0,1.0,54.0,0.6,0.12,0.0,5.2832,5,0
0.0,1.0,49.0,0.488,0.098,7.0,6.03069,18,0
0.0,1.0,48.0,0.378,0.076,14.0,6.286,11,1
0.0,1.0,57.0,0.597,0.119,17.0,5.82895,9,0
0.0,1.0,34.0,0.6,0.12,4.0,5.79909,9,0
1.0,0.0,37.0,0.6,0.12,0.0,5.01064,2,1
1.0,0.0,40.0,0.6,0.12,0.0,5.19296,2,1
0.0,1.0,23.0,0.58,0.116,0.0,5.85793,9,0
0.0,1.0,44.0,0.459,0.092,1.0,6.09131,2,0
0.0,1.0,42.0,0.418,0.063,5.0,5.99146,13,1
1.0,0.0,21.0,0.5,0.183,0.0,4.91998,2,0
0.0,1.0,47.0,0.5,0.099,0.0,5.52943,7,1
0.0,1.0,45.0,0.483,0.072,11.0,5.84644,12,1
1.0,0.0,34.0,0.5,0.167,3.0,5.01064,16,1
1.0,0.0,49.0,0.354,0.053,3.0,6.15698,1,1
1.0,0.0,28.0,0.5,0.078,5.0,5.76832,2,0
0.0,1.0,36.0,0.5,0.093,12.0,5.59471,16,1
0.0,1.0,26.0,0.5,0.086,1.0,5.66988,5,1
1.0,0.0,34.0,0.394,0.059,0.0,6.04973,3,1
1.0,0.0,29.0,0.5,0.167,4.0,5.01064,3,1
0.0,1.0,23.0,0.5,0.104,3.0,5.48064,9,1
1.0,0.0,21.0,0.5,0.167,0.0,5.01064,3,0
1.0,0.0,44.0,0.5,0.125,0.0,5.29832,3,1
1.0,0.0,23.0,0.5,0.084,1.0,5.70378,2,1
1.0,0.0,24.0,0.5,0.089,0.0,5.63479,3,1
0.0,1.0,33.0,0.5,0.095,1.0,5.57973,7,1
0.0,1.0,28.0,0.5,0.107,7.0,5.45959,1,1
0.0,1.0,51.0,0.5,0.119,4.0,5.34711,3,1
0.0,1.0,29.0,0.29,0.044,1.0,6.35437,11,0
0.0,1.0,30.0,0.477,0.072,0.0,5.85793,2,1
1.0,0.0,27.0,0.5,0.132,0.0,5.24702,6,0
0.0,1.0,25.0,0.5,0.096,0.0,5.56068,2,1
1.0,0.0,24.0,0.5,0.1,1.0,5.52146,4,0
0.0,1.0,40.0,0.469,0.07,6.0,5.87493,5,1
1.0,0.0,26.0,0.5,0.209,0.0,4.78749,5,0
0.0,1.0,37.0,0.5,0.132,9.0,5.24702,7,1
0.0,1.0,27.0,0.5,0.089,0.0,5.63479,7,0
1.0,0.0,26.0,0.477,0.072,2.0,5.85793,1,1
0.0,1.0,56.0,0.5,0.128,3.0,5.27811,4,0
0.0,1.0,51.0,0.477,0.072,4.0,5.85793,4,0
1.0,0.0,52.0,0.499,0.075,16.0,5.81413,5,0
1.0,0.0,23.0,0.5,0.1,0.0,5.52146,1,1
1.0,0.0,40.0,0.5,0.139,1.0,5.19296,25,0
1.0,0.0,46.0,0.5,0.167,0.0,5.01064,2,1
1.0,0.0,37.0,0.5,0.091,14.0,5.61677,1,1
1.0,0.0,53.0,0.167,0.025,6.0,6.90776,1,1
1.0,0.0,25.0,0.5,0.1,3.0,5.52146,3,1
0.0,1.0,44.0,0.388,0.058,11.0,6.06379,1,1
0.0,1.0,20.0,0.5,0.139,0.0,5.19296,9,0
0.0,1.0,39.0,0.5,0.084,5.0,5.70378,16,1
0.0,1.0,47.0,0.5,0.133,8.0,5.24175,5,0
0.0,1.0,28.0,0.418,0.063,0.0,5.99146,5,1
0.0,1.0,55.0,0.5,0.1,0.0,5.52146,12,1
1.0,0.0,25.0,0.5,0.084,0.0,5.70378,2,1
1.0,0.0,24.0,0.5,0.1,0.0,5.52146,2,1
0.0,1.0,37.0,0.5,0.135,9.0,5.40268,8,1
0.0,1.0,54.0,0.461,0.071,6.0,6.05209,9,1
1.0,0.0,38.0,0.5,0.107,0.0,5.63479,1,1
1.0,0.0,60.0,0.49,0.075,13.0,5.99146,11,0
1.0,0.0,26.0,0.5,0.079,2.0,5.94017,2,0
1.0,0.0,29.0,0.354,0.054,5.0,6.31536,3,1
0.0,1.0,42.0,0.302,0.046,2.0,6.47697,8,1
0.0,1.0,53.0,0.28,0.043,18.0,6.55108,20,0
0.0,1.0,55.0,0.178,0.027,14.0,7.00307,2,1
0.0,1.0,21.0,0.5,0.15,1.0,5.29832,14,0
1.0,0.0,24.0,0.5,0.15,1.0,5.29832,5,1
0.0,1.0,50.0,0.327,0.05,3.0,6.39693,3,1
0.0,1.0,47.0,0.436,0.067,12.0,6.10925,5,0
0.0,1.0,42.0,0.5,0.081,5.0,5.9135,6,1
0.0,1.0,58.0,0.329,0.05,3.0,6.39024,27,0
1.0,0.0,25.0,0.28,0.043,5.0,6.55108,2,1
1.0,0.0,28.0,0.5,0.086,5.0,5.85793,1,1
0.0,1.0,30.0,0.5,0.1,8.0,5.70378,7,0
0.0,1.0,37.0,0.392,0.06,15.0,6.21461,2,1
1.0,0.0,38.0,0.5,0.15,1.0,5.29832,4,1
1.0,0.0,27.0,0.5,0.158,5.0,5.24702,1,1
0.0,1.0,28.0,0.5,0.1,2.0,5.70378,3,1
1.0,0.0,48.0,0.5,0.1,10.0,5.70378,2,1
0.0,1.0,23.0,0.5,0.2,6.0,5.01064,2,1
0.0,1.0,61.0,0.5,0.136,4.0,5.39363,2,1
1.0,0.0,61.0,0.5,0.086,23.0,5.85793,5,1
0.0,1.0,25.0,0.5,0.12,1.0,5.52146,11,0
0.0,1.0,50.0,0.5,0.1,8.0,5.70378,7,0
0.0,1.0,24.0,0.467,0.093,5.0,5.19296,15,1
0.0,1.0,28.0,0.336,0.067,5.0,5.52146,5,1
0.0,1.0,20.0,0.559,0.112,1.0,4.70048,3,1
0.0,1.0,59.0,0.331,0.066,4.0,5.53733,7,1
1.0,0.0,21.0,0.42,0.084,0.0,5.29832,6,0
1.0,0.0,23.0,0.525,0.105,0.0,5.07517,1,1
1.0,0.0,20.0,0.454,0.091,0.0,5.22036,3,0
1.0,0.0,34.0,0.187,0.037,5.0,6.10925,7,0
1.0,0.0,24.0,0.525,0.105,1.0,5.07517,2,1
0.0,1.0,51.0,0.21,0.042,0.0,5.99146,27,1
0.0,1.0,32.0,0.503,0.101,0.0,5.11799,4,0
0.0,1.0,33.0,0.494,0.099,0.0,5.1358,3,1
0.0,1.0,36.0,0.24,0.048,5.0,5.85793,12,0
1.0,0.0,30.0,0.512,0.102,0.0,5.09987,7,1
0.0,1.0,36.0,0.236,0.015,12.0,6.27288,6,0
0.0,1.0,31.0,0.278,0.018,9.0,6.10925,7,1
1.0,0.0,35.0,0.52,0.04,8.0,5.29832,20,1
0.0,1.0,25.0,0.52,0.04,1.0,5.29832,3,1
0.0,1.0,40.0,0.5,0.032,15.0,5.52146,1,1
0.0,1.0,36.0,0.357,0.023,2.0,5.85793,16,0
0.0,1.0,26.0,0.385,0.025,4.0,5.78383,16,0
1.0,0.0,33.0,0.391,0.025,1.0,5.76832,2,1
1.0,0.0,32.0,0.223,0.014,5.0,6.32794,1,1
1.0,0.0,36.0,0.52,0.05,10.0,5.07517,9,0
1.0,0.0,25.0,0.52,0.1,0.0,5.52146,2,1
1.0,0.0,27.0,0.5,0.083,1.0,5.70378,1,0
0.0,1.0,34.0,0.334,0.056,5.0,6.10702,2,1
0.0,1.0,29.0,0.462,0.077,7.0,5.78383,5,0
0.0,1.0,24.0,0.505,0.084,3.0,5.69373,6,0
0.0,1.0,48.0,0.52,0.167,12.0,5.01064,5,0
0.0,1.0,42.0,0.52,0.119,8.0,5.34711,7,1
1.0,0.0,35.0,0.166,0.014,3.0,6.58064,1,1
1.0,0.0,25.0,0.585,0.067,0.0,5.01064,4,1
0.0,1.0,26.0,0.48,0.04,4.0,5.52146,5,1
1.0,0.0,33.0,0.585,0.063,1.0,5.07517,8,1
0.0,1.0,39.0,0.219,0.018,0.0,6.30628,11,0
0.0,1.0,28.0,0.585,0.063,5.0,5.07517,5,1
